ncomps	x	y	amplitude	err amplitude	shift	err shift	width	err width	rms	residual	chisq	dof	redchisq	aic
2.0	608.0	740.0	5.000319927223992	0.07857396853340916	65.4453798333542	0.13899978433949328	7.660617197576846	0.13899978378625447	0.053792932785351265	0.14692643932015584	1149.1359288350081	119.0	9.656604443991665	-440.63495149480195
2.0	618.0	740.0	0.6509757365717014	0.10089093095342469	17.198349732377302	0.8452271686028047	4.719595281153774	0.8452166927844306	0.11351250140289677	0.13940142664912522	262.25882651454197	119.0	2.203855684996151	-438.6214407101282
2.0	618.0	740.0	4.8535531626980335	0.07651733419610189	66.04248431641444	0.1494399137428145	8.209131562599257	0.1494399240123026	0.11351250140289677	0.13940142664912522	262.25882651454197	119.0	2.203855684996151	-438.6214407101282
2.0	628.0	740.0	0.5988845413398115	0.10127074409543213	18.557986361533423	1.0095016888548805	5.168859869447404	1.0095028204834011	0.06392645226392817	0.17066865849959065	912.1561428054679	119.0	7.665177670634184	-426.35646463050927
2.0	628.0	740.0	4.409180532208778	0.07514549606781047	67.73127254517576	0.1847684937376534	9.389630034546613	0.1847697573432319	0.06392645226392817	0.17066865849959065	912.1561428054679	119.0	7.665177670634184	-426.35646463050927
2.0	638.0	740.0	0.7639310642492314	0.16088796694173133	20.119413958800234	0.9923209457025325	4.0804598932323755	0.9923212443631589	0.07064977435776804	0.24220165729797438	1487.777863744182	119.0	12.502334989446908	-340.2025787797667
2.0	638.0	740.0	3.7605391576637643	0.10581468694457878	69.33674502844413	0.30649334532874106	9.433875034359158	0.30649371928847413	0.07064977435776804	0.24220165729797438	1487.777863744182	119.0	12.502334989446908	-340.2025787797667
2.0	648.0	740.0	0.6257593579991976	0.15356779130512394	18.650147915337907	1.7217830129799088	6.075979290577278	1.7217830070001912	0.07187376255741594	0.2662428886309362	1950.1877704582037	119.0	16.388132524858854	-302.078234474255
2.0	648.0	740.0	3.4841872674853622	0.13600261201904765	73.03367593245929	0.3491852174325169	7.746128772626358	0.3491848709305163	0.07187376255741594	0.2662428886309362	1950.1877704582037	119.0	16.388132524858854	-302.078234474255
2.0	658.0	740.0	1.2950205045914231	0.11862624969458943	51.30258726568222	0.612856318796582	5.5514929937703785	0.6397537173130906	0.07981534261351733	0.18290735443003675	848.3702505500223	119.0	7.129161769327919	-379.922590586158
2.0	658.0	740.0	3.4604318012972275	0.10919971802469923	75.4367140272025	0.2492607742797545	6.649059554240252	0.2648471496018434	0.07981534261351733	0.18290735443003675	848.3702505500223	119.0	7.129161769327919	-379.922590586158
3.0	668.0	740.0	0.4933442040238169	0.20462526051356014	8.945884500699826	1.90243440355489	3.9721999616462815	1.9024343980615992	0.061003588559791	0.2939859470014077	3063.0247249509503	116.0	26.405385559921985	-279.7848743270603
3.0	668.0	740.0	2.6217715207053076	0.14061263975859659	74.9708836628144	0.5229327306656749	8.443555695889712	0.5265502084878273	0.061003588559791	0.2939859470014077	3063.0247249509503	116.0	26.405385559921985	-279.7848743270603
3.0	668.0	740.0	0.27616669242439457	0.1444919677450995	115.44854908211639	4.829433670970404	7.999442699742973	4.861252097459755	0.061003588559791	0.2939859470014077	3063.0247249509503	116.0	26.405385559921985	-279.7848743270603
1.0	678.0	740.0	2.0827760163216795	0.10575197675542358	71.66861010959519	0.6686482030529396	11.403362757663785	0.6686478984758407	0.0615993987812249	0.2688438996801879	2422.7212770447945	122.0	19.858371123317987	-320.2341740432725
1.0	688.0	740.0	2.364825129286883	0.08467840141872923	69.03268916482165	0.37363918616162084	9.035149473954007	0.3736388006819269	0.08854251187180176	0.1925113004866556	595.7165973811668	122.0	4.8829229293538265	-404.88670692726544
1.0	698.0	740.0	3.0933387378144173	0.08553992837208699	67.0061369777631	0.19600047199293782	6.137633560100767	0.19600023646920225	0.046313312137963115	0.14076339184927217	1509.283044327906	122.0	12.371172494491033	-450.696925675526
1.0	708.0	740.0	3.4147797249252263	0.0866002194605009	66.70141335619874	0.16525110636034973	5.6429199662609335	0.16525103463794277	0.1076277295293785	0.12097684408894051	263.34001319572576	122.0	2.1585246983256208	-458.12770305187036
1.0	718.0	740.0	2.861244633314967	0.059873204222391625	66.11277214379916	0.1435110867430482	5.939415124945601	0.14351110720741792	0.08930705700176855	0.09765063408067227	192.4186817789598	122.0	1.577202309663605	-543.9987052542457
1.0	728.0	740.0	2.1974993132292453	0.06519373007964341	63.70585493315872	0.21055948008354858	6.146757172722479	0.21055957753020185	0.07530081020973922	0.12251576773525505	332.0932957626333	122.0	2.722076194775683	-518.4283206852791
1.0	738.0	740.0	2.2206883798481267	0.09362590536888486	62.09100918769254	0.3343589753752304	6.8670955242843394	0.33435852066576494	0.06503079446120986	0.17193664481909637	1026.0817225690532	122.0	8.410505922697158	-414.07497297312943
1.0	748.0	740.0	2.6965884964884257	0.08813294963632208	61.12299645514784	0.28024627772696725	7.425197857361743	0.28024607018366354	0.0739153738915074	0.1784346988892264	760.9471193476616	122.0	6.2372714700628	-419.4273428394896
1.0	758.0	740.0	3.2505360382294977	0.07903675359649084	59.42390548812557	0.21135325667918223	7.527023855808693	0.21135308722998514	0.09466433245467848	0.16248281097143688	378.2251037924972	122.0	3.1002057687909605	-444.9575225219132
1.0	768.0	740.0	3.2248203674747375	0.07008997627516438	58.55089786571866	0.2131128575605691	8.49124466789869	0.21311279720061102	0.09721151743532068	0.15133735828241313	318.18053939204964	122.0	2.6080372081315546	-459.9283683112135
1.0	778.0	740.0	2.9376717511573944	0.05630484868125343	58.55231081888506	0.24494654738933844	11.068060379359258	0.2449465751972859	0.0994900860480179	0.13276288576135972	255.51061166545608	122.0	2.094349275946361	-481.55554382050536
1.0	788.0	740.0	3.0104119511603784	0.06146958461673678	58.37820321808742	0.2818708936890221	11.95465103008552	0.2818708708335037	0.09026170187623091	0.157072059526209	399.64128605586404	122.0	3.2757482463595413	-449.97880454982294
1.0	798.0	740.0	2.4968294528040214	0.06256892085209788	58.1729860840621	0.3490286917163475	12.061852009434514	0.3490286715546653	0.09194628483889289	0.15735729133075244	402.6074278509387	122.0	3.3000608840240875	-444.43165504351623
1.0	808.0	740.0	1.7232064231067894	0.06686721775054662	54.48433299456992	0.604079890500832	13.482882421888897	0.6040800265996907	0.09208757836049777	0.1791704922756181	512.3871220058744	122.0	4.199894442671102	-413.9079665461987
2.0	818.0	740.0	2.088738555308314	0.05223566505571626	45.82636739281863	0.23258641236695907	7.202614484067839	0.24570373059341608	0.07337141440534546	0.10178645900728904	251.24303170721814	119.0	2.1112859807329256	-553.0799793785726
2.0	818.0	740.0	0.75843460088708	0.0497111658272186	73.48265030206836	0.6742354714995148	8.099997303592676	0.72867686324555	0.07337141440534546	0.10178645900728904	251.24303170721814	119.0	2.1112859807329256	-553.0799793785726
2.0	828.0	740.0	1.999882585054874	0.055912699317865654	43.22180979158881	0.22598693318226099	6.986338107701214	0.22912306097033405	0.07236137076464041	0.09825395514297068	291.24769890905515	119.0	2.4474596546979424	-538.0762584813721
2.0	828.0	740.0	0.7755170017483906	0.05532256075789488	76.13288046130678	0.5890271758309701	7.137104375512889	0.5973914120028253	0.07236137076464041	0.09825395514297068	291.24769890905515	119.0	2.4474596546979424	-538.0762584813721
1.0	968.0	740.0	4.765162695853122	0.18856144699249353	44.502768193192054	0.40189742809303974	8.794493856972355	0.4018970766975724	0.22400400065197099	0.42430185057587577	449.21940871166197	122.0	3.682126300915262	-208.1231303193001
1.0	978.0	740.0	4.262652115991961	0.17814032716304262	42.618791934559674	0.4202513669905991	8.707293883260686	0.4202509073482703	0.19565771783996033	0.3851199755963033	520.3274144015902	122.0	4.2649788065704115	-223.57905608057484
1.0	78.0	750.0	2.25359423703707	0.08802633124596239	8.783117203984101	0.2597218317630063	5.7577927839891	0.2597214804945475	0.09371712534788948	0.13822139054898064	366.1740943161569	122.0	3.0014270025914502	-451.519190829072
2.0	88.0	750.0	3.7358162909981334	0.06704078264571973	8.24980871209295	0.09672579726124016	4.667877653470278	0.09672579889182432	0.0805803348142492	0.10412213918618478	227.16429695072537	119.0	1.9089436718548352	-542.2433224499268
2.0	88.0	750.0	0.4295067459519417	0.08320805273737379	61.05600362528638	0.6779054521326472	3.0297658458241745	0.6779011014002781	0.0805803348142492	0.10412213918618478	227.16429695072537	119.0	1.9089436718548352	-542.2433224499268
1.0	98.0	750.0	3.1608454380332045	0.07232738567765098	9.099860847669136	0.11819624649672933	4.473237340183762	0.1181961818929931	0.08018770654945417	0.11440316192553303	262.32155708954923	122.0	2.1501766974553216	-532.1890988125721
1.0	108.0	750.0	1.9099062237591795	0.08162813681759958	11.247508468382636	0.23550116983533925	4.771385859983752	0.23550069468238685	0.07577132826798254	0.1326683288920884	399.17398143092447	122.0	3.271917880581348	-493.8733747031919
1.0	118.0	750.0	0.8919302862982806	0.08860666687427754	13.646092507411065	0.8544357859997431	7.446645297557678	0.8544339273755918	0.05399237835949054	0.1621962566186118	1445.8324492308648	122.0	11.851085649433317	-417.7122476173513
1.0	238.0	750.0	1.5829425805686315	0.07233438162220754	47.553114792529186	0.550810249170501	10.43786341506383	0.5508100029201375	0.06769574032780579	0.17611642038981332	859.0522752098209	122.0	7.041412091883778	-426.24350037718085
1.0	248.0	750.0	2.6317335445228003	0.08892906989888501	44.1892900660773	0.32632163532153147	8.362469804367867	0.3263214339140802	0.06828561283167806	0.19208322596383962	1022.3600703755579	122.0	8.380000576848836	-402.3196339737504
2.0	258.0	750.0	0.8415228900933985	0.10534031866644704	11.589448530612021	0.49201342478724786	3.405700230604517	0.4920869848595957	0.06481752055608658	0.14574470757035662	632.1542171876241	119.0	5.312220312501043	-468.7305136957554
2.0	258.0	750.0	3.332045431525478	0.07085133359987808	44.38456437730309	0.1847840333634364	7.5261548733430015	0.18483022032796448	0.06481752055608658	0.14574470757035662	632.1542171876241	119.0	5.312220312501043	-468.7305136957554
2.0	268.0	750.0	0.7743060206051082	0.08867051271406377	10.758120390697401	0.4958236234945755	3.7488680096276097	0.49618220109552585	0.07445148102926029	0.1282059278195846	373.7286128359835	119.0	3.1405765784536426	-499.7880220481313
2.0	268.0	750.0	2.759988227102527	0.0597986458179252	43.73999961406407	0.2062834091569868	8.247274915822507	0.2065978459123187	0.07445148102926029	0.1282059278195846	373.7286128359835	119.0	3.1405765784536426	-499.7880220481313
3.0	278.0	750.0	0.5986781888178128	0.07214582564020061	9.856544567808108	0.6861005374977559	4.929065916448267	0.6867270523183108	0.08188290172002494	0.11753430542005883	262.15924387101194	116.0	2.2599934816466547	-513.4712547830544
3.0	278.0	750.0	1.8824455222526149	0.11061932275692368	41.79079886347346	0.3972547626689735	6.650790446567923	0.3899412196762427	0.08188290172002494	0.11753430542005883	262.15924387101194	116.0	2.2599934816466547	-513.4712547830544
3.0	278.0	750.0	0.8577741753447756	0.04648484435110429	65.66385171701103	1.8082952422747312	13.075219519362577	1.6363147452849487	0.08188290172002494	0.11753430542005883	262.15924387101194	116.0	2.2599934816466547	-513.4712547830544
3.0	288.0	750.0	0.3714156159625535	0.045870560052057946	12.084024719954346	1.4014632654959955	9.751738914337764	1.4589682339807808	0.07083003475509381	0.10242735478596682	274.40629887139454	116.0	2.3655715419947807	-544.0158055724868
3.0	288.0	750.0	2.379249699274687	0.05288717077051458	49.45663816974652	0.2768137718674068	7.509165615695414	0.29637587090171974	0.07083003475509381	0.10242735478596682	274.40629887139454	116.0	2.3655715419947807	-544.0158055724868
3.0	288.0	750.0	1.8942438495640783	0.05423680173334076	72.04946827382915	0.34044489861418104	7.000033907526749	0.33588348594520995	0.07083003475509381	0.10242735478596682	274.40629887139454	116.0	2.3655715419947807	-544.0158055724868
2.0	298.0	750.0	3.9474302549139293	0.05527474469847853	51.70678619572235	0.13151646904520167	7.0393073909323896	0.143602758555496	0.07185127298241036	0.10528925940914854	277.940143230464	119.0	2.3356314557181848	-545.6908678056094
2.0	298.0	750.0	2.8123514170802375	0.06139235242204354	73.1511669577896	0.16508652468088036	5.4683046361801555	0.16966023457986693	0.07185127298241036	0.10528925940914854	277.940143230464	119.0	2.3356314557181848	-545.6908678056094
2.0	308.0	750.0	5.132716324558588	0.06045954563800057	51.95029418380361	0.0957917560872585	6.447542116632628	0.10435358676458609	0.06843726039115154	0.11165041579366096	337.6127044748724	119.0	2.8370815502090116	-533.5493935648202
2.0	308.0	750.0	3.618790006673865	0.06670746045137772	72.78480300948317	0.1227031392681829	5.119748732628788	0.12796280909141577	0.06843726039115154	0.11165041579366096	337.6127044748724	119.0	2.8370815502090116	-533.5493935648202
2.0	318.0	750.0	5.412084358976977	0.07558035476292833	52.25618633850124	0.10433762639828247	5.910509820806265	0.11266523083233602	0.06425317695428259	0.11873854994326047	553.0490711273391	119.0	4.647471185944026	-487.627538448343
2.0	318.0	750.0	4.151659249732512	0.07924260055857459	72.5962393246646	0.12952799686545965	5.286561970401262	0.136955357812122	0.06425317695428259	0.11873854994326047	553.0490711273391	119.0	4.647471185944026	-487.627538448343
1.0	328.0	750.0	4.560312044739485	0.14746528076333024	61.877000356724515	0.4929647831693999	13.20333915684096	0.4929649008773465	0.06750824572715612	0.4068190692670316	4540.896066828607	122.0	37.22045956416891	-218.80564418514842
1.0	338.0	750.0	5.302161386482142	0.12179896051790357	64.94212784251636	0.2697915481929488	10.17009485260279	0.2697914169266918	0.08700050226073512	0.2949164080128571	1436.8486839442314	122.0	11.777448229051076	-299.22361640019574
1.0	348.0	750.0	5.786061959508869	0.14306474465674437	66.89220734608524	0.201485297996366	7.058026924566077	0.20148554839534963	0.09406867100751674	0.28299994095505865	1176.6107439469297	122.0	9.644350360220734	-304.67260564423805
1.0	358.0	750.0	5.720253367524892	0.21485315284979814	67.12703074976575	0.2640659210862417	6.089847350051728	0.2640665530309655	0.09657384121364035	0.3810129780226663	2172.323203365558	122.0	17.805927896439	-221.4570001840998
1.0	368.0	750.0	5.721114256741626	0.2305925038806332	67.00943884899254	0.2959104600546608	6.35701757228614	0.29590992025191065	0.08673915765090648	0.43559935353537665	3238.7359435490084	122.0	26.54701593072958	-198.38438114445765
1.0	378.0	750.0	5.57682522400477	0.23036089878241536	65.77328303523743	0.3223704568491587	6.757305719547596	0.3223697939831125	0.13622537272645435	0.44795448779520153	1392.9931246454717	122.0	11.417976431520259	-190.99911549947194
1.0	388.0	750.0	5.511595539546726	0.21131174766276678	64.88628928178048	0.2782781718851144	6.286781696365682	0.27827863212784476	0.11523706889823869	0.3816419568566338	1523.5667877189794	122.0	12.488252358352291	-221.62898864888126
1.0	398.0	750.0	5.530594999103776	0.16865336002705653	65.21075110756172	0.2074801675761016	5.891702470683435	0.20747991620521966	0.12959683301685537	0.2899055778064474	719.2574772768044	122.0	5.895553092432823	-286.09352536383346
1.0	408.0	750.0	5.250862315847438	0.07829451274349837	67.52439670417624	0.12644755839535937	7.344202535323783	0.12644756999669066	0.12381897064196844	0.14791439243218935	211.66233932457192	122.0	1.7349372075784584	-450.39885749477554
1.0	418.0	750.0	6.49393535852501	0.1527500894344387	72.41797192713535	0.247352490200724	9.106393905724394	0.24735239879847887	0.11203036011067097	0.3489040399614133	1220.3078521196285	122.0	10.002523378029741	-256.4282547014384
1.0	428.0	750.0	8.790655105186627	0.25942937842149066	75.49184845961571	0.29068814667423143	8.529650868615041	0.2906880193493109	0.07269918106666289	0.5707297849521911	7829.665874248048	122.0	64.17758913318072	-132.18611748314805
1.0	438.0	750.0	8.386929526524824	0.20972102489883282	74.87816278990269	0.259039012046792	8.970850696810936	0.2590389260787415	0.06798565177669914	0.4681347140315197	6153.3557172506835	122.0	50.43734194467773	-179.05975986735706
1.0	448.0	750.0	7.014441864044869	0.13634995890981708	72.19420515644563	0.20955675198802742	9.335747347575147	0.20955669353214007	0.36105376468786626	0.29681094662149277	95.97167456551458	122.0	0.7866530702091359	-281.71468051899507
1.0	458.0	750.0	5.7449956368032655	0.15478257910562737	70.50288473292609	0.30880684064925573	9.925738548377428	0.30880675812026787	0.36105376468786626	0.3438868501949166	131.48966890574187	122.0	1.0777841713585399	-242.35528129946167
1.0	468.0	750.0	4.599889178762871	0.1584797542156486	69.32054481524483	0.41325896695359354	10.387208266976607	0.41325883624301263	0.07404102044205849	0.3793839226869976	3430.3116205606693	122.0	28.11730836525139	-230.772420990247
1.0	478.0	750.0	4.179510189200123	0.13406788599319558	67.65018714493283	0.3742774265349156	10.105826974567904	0.37427762614321897	0.07602723624394846	0.32126683444737975	2264.984140551183	122.0	18.565443775009697	-276.03974548789984
1.0	488.0	750.0	4.069671943071779	0.09859495346404991	66.36545977605299	0.264464971376556	9.454723557572834	0.26446512781076303	0.07995200046468358	0.22386609113418227	1036.2936142233145	122.0	8.494209952650118	-361.19569754504334
1.0	498.0	750.0	4.267336960326183	0.09471229236378209	65.97921326341016	0.22771679386341506	8.884745023487731	0.22771669129451463	0.0810267188512765	0.21419097450226757	875.0553990642043	122.0	7.172585238231182	-378.9973965518032
1.0	508.0	750.0	4.966022457693065	0.12487167352532945	66.60539318999902	0.24858288391854297	8.562434690441254	0.2485830746808578	0.12349537262507072	0.26637048530339746	630.962419414346	122.0	5.171823109953656	-314.5213272750863
1.0	518.0	750.0	5.644261153630471	0.17074697253406285	67.94340410879323	0.2812051136382587	8.049082084277563	0.2812048214749553	0.05053604310571097	0.35775441946285863	6623.7581493439375	122.0	54.293099584786376	-244.00406225071853
1.0	528.0	750.0	6.150871502357099	0.21706805474555776	68.92859374594902	0.29356868418412896	7.2045999966230205	0.2935688575034169	0.09991209739217519	0.4383141501653774	2451.093480557536	122.0	20.090930168504396	-197.86915325295934
1.0	538.0	750.0	5.99085258467873	0.20659342108476203	69.23132509945309	0.27873294610753446	6.999310115532498	0.27873273141017246	0.08498835788479155	0.4143826690335268	2981.307288935177	122.0	24.436944991271943	-213.834820287947
1.0	548.0	750.0	5.287804309405838	0.14841361269464232	69.3642322623913	0.2436060446683929	7.516043397287733	0.24360590008282113	0.06787262925017265	0.30859780155486805	2590.488217395256	122.0	21.23350997864964	-287.61961980907006
1.0	558.0	750.0	4.004011066039249	0.10611931203034915	68.96107861947037	0.2713524371696118	8.866330670929738	0.27135235604904445	0.06539071123920963	0.23536963636007988	1683.171435136324	122.0	13.796487173248556	-350.828600831058
1.0	568.0	750.0	2.937041659796063	0.08681198048651452	67.52351551726947	0.36931333999579186	10.819429909613357	0.3693131473779032	0.07660589931539302	0.21388329189451863	1001.5836728152487	122.0	8.209702236190564	-376.1423024339882
1.0	578.0	750.0	3.0749166938265056	0.07457810959986313	66.86712807671	0.32238520326301395	11.510364101263244	0.322385090193166	0.0750940222841662	0.19142574191043002	818.3523204108275	122.0	6.707805905006783	-406.38117801715543
1.0	588.0	750.0	3.525161642505298	0.07071826649161488	65.47609412514002	0.249390298238194	10.766319736117184	0.2493903228471403	0.06633251158980044	0.17368614255097053	882.0326724044302	122.0	7.229776003315002	-428.0293625788829
2.0	598.0	750.0	0.6885314599097972	0.11023087784125107	16.356384178967094	0.6722954398026756	3.6391439304467816	0.6723071588892292	0.06504410413310359	0.15750006008819525	734.506847720886	119.0	6.1723264514360165	-449.09986645252843
2.0	598.0	750.0	3.67473598607411	0.06941510487340782	63.80821693440957	0.20007794012421518	9.172878752426632	0.20007805840596088	0.06504410413310359	0.15750006008819525	734.506847720886	119.0	6.1723264514360165	-449.09986645252843
2.0	608.0	750.0	0.501363114328402	0.08219248188288487	16.159956912647893	0.5551512416259244	2.934482156011419	0.5551628483138386	0.0726377321304121	0.10219656557540611	264.05344768415466	119.0	2.2189365351609633	-549.3761022174773
2.0	608.0	750.0	4.0210014084663195	0.04840917237353431	64.46733820951245	0.11755016266893414	8.455911591007752	0.11755016406991177	0.0726377321304121	0.10219656557540611	264.05344768415466	119.0	2.2189365351609633	-549.3761022174773
1.0	618.0	750.0	4.5383768208567705	0.06200123696979614	65.24588455729429	0.13297741882654324	8.429800698414239	0.13297743590368943	0.09035234685087438	0.1314087545192408	286.119154088753	122.0	2.3452389679405985	-491.4977456133853
2.0	628.0	750.0	0.4512847111700694	0.06825765382328045	16.927734445275316	0.9399443881143938	5.3782417801175875	0.9399384615716855	0.05350302107945234	0.1186129564031405	615.7161063885048	119.0	5.174084927634494	-519.9833933497246
2.0	628.0	750.0	4.354053686567477	0.05320074890225588	65.3701059152955	0.12496675855720736	8.857335507127992	0.12496726775071187	0.05350302107945234	0.1186129564031405	615.7161063885048	119.0	5.174084927634494	-519.9833933497246
2.0	638.0	750.0	1.1345198733128574	0.09191006644594013	18.202879258195054	0.4037802999075345	4.3181740370766395	0.4037843476981928	0.07025617329478849	0.14250535366240152	519.4460242170173	119.0	4.365092640479137	-473.13376418577985
2.0	638.0	750.0	3.3838469063462435	0.06255166271145209	65.79741051585071	0.1989420356750194	9.320451297047335	0.19894267004318333	0.07025617329478849	0.14250535366240152	519.4460242170173	119.0	4.365092640479137	-473.13376418577985
2.0	648.0	750.0	1.540024856898188	0.1467995048679078	16.778436064399973	0.4970750287545697	4.516016294988684	0.49707622240041394	0.07372232158793425	0.23239701135152083	1258.9454189551113	119.0	10.579373268530347	-350.43605638190934
2.0	648.0	750.0	2.564677598451321	0.09665770153717494	68.76314801762022	0.4533103951945909	10.417203750519691	0.45331232931544785	0.07372232158793425	0.23239701135152083	1258.9454189551113	119.0	10.579373268530347	-350.43605638190934
1.0	658.0	750.0	2.294968806569862	0.15157799050978568	70.82772603614492	0.8285124471874408	10.860871289572437	0.8285115684303337	0.36105376468786626	0.3465765900032929	137.99938071571887	122.0	1.1311424648829416	-236.31516723661588
2.0	668.0	750.0	0.779666015170219	0.09336842737588656	10.059878025559973	0.9395407115995345	6.790697070168237	0.9399289603837333	0.12606455946504297	0.17041207357364785	261.9246524007917	119.0	2.2010474991663167	-412.5605248740663
2.0	668.0	750.0	1.7178628761759778	0.0657631194648888	68.29296800196282	0.6053186096439572	13.696950531327413	0.6057732638779652	0.12606455946504297	0.17041207357364785	261.9246524007917	119.0	2.2010474991663167	-412.5605248740663
1.0	678.0	750.0	1.912548893363501	0.06130730540679595	67.38932342028548	0.48022939650419744	12.973035695446422	0.48022926230004204	0.09673760412633108	0.14629763743364854	375.5902369191337	122.0	3.0786084993371614	-440.41514245136415
